City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,nar'yan-mar,67.6713,53.087,-0.6,87,25,5.66,RU,1730092422
279,xiaoweizhai,26.1903,107.5125,18.85,51,100,3.18,CN,1730092423
280,remire-montjoly,4.9167,-52.2667,23.02,94,0,0.0,GF,1730092424
281,igbeti,8.75,4.1333,22.25,55,6,1.85,NG,1730092425
282,hithadhoo,-0.6,73.0833,27.99,76,100,5.81,MV,1730092426
283,constitucion,-35.3333,-72.4167,14.35,55,0,2.72,CL,1730092427
284,puerto quijarro,-17.7833,-57.7667,22.78,94,74,0.47,BO,1730092428
285,kushiro,42.975,144.3747,10.81,71,72,5.37,JP,1730092430
286,qusmuryn,52.4503,64.6311,3.81,75,46,5.59,KZ,1730092431
287,codajas,-3.8367,-62.0569,24.63,85,89,1.24,BR,1730092433
288,ushtobe,45.2514,77.9838,9.16,64,100,8.84,KZ,1730092434
289,mirganj,28.55,79.2,29.36,48,2,1.39,IN,1730092435
290,gua musang,4.8823,101.9644,35.09,41,91,0.87,MY,1730092436
291,agat village,13.3886,144.6585,29.42,87,97,2.68,GU,1730092437
292,matoury,4.8483,-52.3317,22.98,94,0,0.0,GF,1730092439
293,ust'-kulom,61.6864,53.6902,-0.54,93,55,0.57,RU,1730092440
294,basoko,1.2391,23.616,22.6,92,96,0.5,CD,1730092442
295,pontianak,-0.0333,109.3333,32.99,62,75,2.57,ID,1730092443
296,saldanha,-33.0117,17.9442,15.66,92,12,8.22,ZA,1730092444
297,crucecita,-28.95,-58.9833,15.93,67,84,2.59,AR,1730092445
298,hadibu,12.65,54.0333,27.3,71,31,3.33,YE,1730092446
299,vila franca do campo,37.7167,-25.4333,18.27,99,76,2.6,PT,1730092447
300,bairnsdale,-37.8333,147.6167,17.07,47,27,5.63,AU,1730092448
301,carbonear,47.7332,-53.2148,3.89,67,72,7.46,CA,1730092449
302,ceeldheer,3.8488,47.1806,27.08,76,88,3.46,SO,1730092452
303,chernigovka,44.3389,132.5728,8.34,52,5,1.89,RU,1730092453
304,udachny,66.4167,112.4,-16.49,94,90,1.36,RU,1730092273
305,hammerfest,70.6634,23.6821,5.25,87,75,1.54,NO,1730092455
306,puerto lempira,15.2667,-83.7667,25.79,85,100,2.25,HN,1730092456
307,tara,56.8944,74.371,3.18,90,100,2.57,RU,1730092457
308,harstad,68.799,16.5293,3.42,97,100,6.26,NO,1730092458
309,frederico westphalen,-27.3592,-53.3944,13.57,92,0,0.91,BR,1730092459
310,zhaozhou,45.6833,125.3167,10.88,42,1,2.53,CN,1730092460
311,itaituba,-4.2761,-55.9836,24.23,44,93,0.23,BR,1730092462
312,upper grand lagoon,30.1633,-85.7408,20.57,96,0,0.0,US,1730092463
313,lazaro cardenas,17.9583,-102.2,25.73,82,0,1.96,MX,1730092464
314,waingapu,-9.6567,120.2641,32.12,55,8,5.78,ID,1730092465
315,caribou,46.8606,-68.012,-1.76,72,0,4.12,US,1730092466
316,jayapura,-2.5333,140.7,30.66,69,55,3.34,ID,1730092467
317,broken hill,-31.95,141.4333,25.14,17,0,7.62,AU,1730092468
318,lucapa,-8.4192,20.7447,18.99,97,99,1.06,AO,1730092469
319,arno,60.1167,18.6333,5.95,82,0,6.57,SE,1730092471
320,carsamba,41.1989,36.7219,6.86,100,0,1.54,TR,1730092472
321,flin flon,54.7682,-101.865,2.79,68,100,8.17,CA,1730092473
322,ceerigaabo,10.6162,47.368,19.51,41,34,2.11,SO,1730092359
323,at taj,24.2049,23.2857,14.31,50,0,3.43,LY,1730092475
324,qarazhal,48.0078,70.7903,4.0,79,99,9.81,KZ,1730092476
325,gamba,-2.65,10.0,24.66,90,99,4.81,GA,1730092477
326,north bondi,-33.8824,151.2769,22.05,67,75,9.77,AU,1730092478
327,puerto carreno,6.189,-67.4859,26.5,86,77,1.21,CO,1730092479
328,sao jose da coroa grande,-8.8978,-35.1478,25.76,76,98,5.33,BR,1730092209
329,acajutla,13.5928,-89.8275,25.94,76,98,2.93,SV,1730092482
330,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,41,75,1.0,RU,1730092483
331,alotau,-10.3069,150.4462,29.89,67,86,2.14,PG,1730092484
332,pudozh,61.8099,36.5345,3.74,93,25,4.17,RU,1730092485
333,weno,7.4515,151.8468,29.37,70,70,2.96,FM,1730092486
334,karangampel,-6.4622,108.4519,31.55,55,65,5.08,ID,1730092487
335,livny,52.4253,37.6069,6.25,82,89,2.41,RU,1730092490
336,taraz,42.9,71.3667,7.23,70,100,5.0,KZ,1730092491
337,jean-rabel,19.8533,-73.1917,26.29,87,100,7.16,HT,1730092492
338,nilakottai,10.1667,77.8667,29.96,52,100,1.48,IN,1730092493
339,hachinohe,40.5,141.5,14.46,57,79,6.54,JP,1730092494
340,fisterra,42.9049,-9.2629,15.39,82,82,8.81,ES,1730092495
341,sao joao da barra,-21.6403,-41.0511,22.29,74,100,4.84,BR,1730092496
342,luderitz,-26.6481,15.1594,12.31,73,30,4.62,NA,1730092497
343,ust'-barguzin,53.45,108.9833,5.62,70,72,1.38,RU,1730092498
344,mikhaylov,54.2292,39.0186,6.66,90,95,2.16,RU,1730092500
345,kalachinsk,55.0529,74.5751,4.1,91,100,5.17,RU,1730092501
346,taulaga,-11.0553,-171.0883,25.36,90,100,6.44,AS,1730092502
347,aradippou,34.95,33.5917,16.88,47,0,3.09,CY,1730092503
348,katsuren-haebaru,26.3369,127.8719,31.21,58,20,5.66,JP,1730092504
349,severnoye,56.3491,78.3619,4.16,82,100,2.97,RU,1730092505
350,koryazhma,61.3143,47.1691,3.95,85,100,1.67,RU,1730092340
351,myeik,12.4333,98.6,27.63,82,100,3.93,MM,1730092507
352,tofol,5.3248,163.0078,31.88,66,75,3.6,FM,1730092508
353,nemuro,43.3236,145.575,10.82,75,70,10.22,JP,1730092510
354,gardnerville ranchos,38.8882,-119.7413,11.71,40,100,5.66,US,1730092511
355,el calafate,-50.3408,-72.2768,7.46,78,31,9.06,AR,1730092512
356,comodoro rivadavia,-45.8667,-67.5,14.01,40,100,8.67,AR,1730092513
357,oranjemund,-28.55,16.4333,13.36,71,82,1.71,NA,1730092515
358,lerwick,60.1545,-1.1494,9.39,88,97,3.02,GB,1730092516
359,'ayn al 'arab,36.8932,38.3651,13.81,31,0,2.14,SY,1730092518
360,holualoa,19.6228,-155.9522,21.59,95,100,1.67,US,1730092519
361,mary,37.0,62.5,12.23,48,100,3.25,TM,1730092520
362,sambava,-14.2667,50.1667,27.05,71,10,2.58,MG,1730092521
363,lisala,2.15,21.5167,21.57,97,73,0.87,CD,1730092522
364,tokar,18.4254,37.729,30.09,67,0,5.17,SD,1730092523
365,mount pearl,47.5166,-52.7813,4.07,89,30,0.89,CA,1730092524
366,peace river,56.2501,-117.286,0.44,89,100,2.16,CA,1730092525
367,puerto deseado,-47.7503,-65.8938,12.12,38,29,5.22,AR,1730092526
368,kwang binh,17.4833,106.6,23.41,98,100,10.04,VN,1730092527
369,dobryanka,58.4619,56.4165,1.41,83,97,1.51,RU,1730092529
370,katsuura,35.1333,140.3,19.66,90,100,7.65,JP,1730092277
371,liman,48.9884,37.8023,5.53,89,99,2.53,UA,1730092528
372,borkum,53.5809,6.6915,11.52,91,100,8.0,DE,1730092533
373,kuqa,41.7278,82.9364,14.31,26,100,1.25,CN,1730092534
374,happy valley-goose bay,53.3168,-60.3315,-0.17,88,100,4.85,CA,1730092535
375,santa cruz,-17.8,-63.1667,20.7,88,40,2.06,BO,1730092419
376,tromso,69.6496,18.957,5.01,81,75,9.77,NO,1730092537
377,san julian,21.0167,-102.1667,11.3,64,4,1.99,MX,1730092539
378,nova vicosa,-17.8919,-39.3719,23.81,82,74,1.46,BR,1730092540
379,sur,22.5667,59.5289,30.67,45,0,0.76,OM,1730092541
380,carnarvon,-24.8667,113.6333,29.09,45,0,9.02,AU,1730092273
381,taltal,-25.4,-70.4833,15.81,83,22,0.44,CL,1730092543
382,luocheng,29.3848,104.0286,22.05,50,63,2.05,CN,1730092544
383,kabo,7.6994,18.629,21.9,89,8,1.07,CF,1730092545
384,zhanaozen,43.3,52.8,7.11,62,83,0.88,KZ,1730092546
385,vilyuysk,63.7553,121.6247,-11.61,88,100,3.8,RU,1730092547
386,la passe,45.5549,-0.8967,12.35,93,0,2.67,FR,1730092548
387,kone,-21.0595,164.8658,26.66,56,51,2.01,NC,1730092549
388,aykhal,66.0,111.5,-16.61,96,87,1.57,RU,1730092551
389,palau,7.503,134.621,27.98,78,100,4.63,PW,1730092552
390,mossel bay,-34.1831,22.146,14.96,85,83,7.27,ZA,1730092460
391,martapura,-3.4167,114.85,34.05,52,40,3.6,ID,1730092554
392,lagunas,-5.2269,-75.6753,22.51,99,100,0.5,PE,1730092555
393,sharlyk,52.9167,54.75,2.87,74,100,1.78,RU,1730092557
394,kingsbridge,50.2845,-3.7764,13.67,93,94,6.93,GB,1730092558
395,trairi,-3.2778,-39.2689,25.61,77,9,5.24,BR,1730092395
396,cabo san lucas,22.8909,-109.9124,25.6,66,2,4.05,MX,1730092560
397,igarka,67.4667,86.5833,-8.4,95,100,5.45,RU,1730092562
398,meadow lakes,61.6247,-149.6011,-5.42,93,0,0.0,US,1730092563
399,ketchikan,55.3422,-131.6461,6.54,93,0,2.57,US,1730092564
400,middlebury (village),44.0153,-73.1673,1.53,92,100,0.0,US,1730092565
401,sandnessjoen,66.0217,12.6316,6.06,75,40,5.14,NO,1730092567
402,port blair,11.6667,92.75,31.02,70,40,3.6,IN,1730092568
403,safford,32.834,-109.7076,21.51,23,0,0.0,US,1730092569
404,bonthe,7.5264,-12.505,25.34,87,7,1.9,SL,1730092570
405,benjamin constant,-4.3831,-70.0311,23.07,99,100,0.68,BR,1730092571
406,kidal,18.4411,1.4078,25.32,18,58,3.37,ML,1730092572
407,margosatubig,7.5777,123.1658,31.13,64,70,4.7,PH,1730092573
408,hohhot,40.8106,111.6522,11.19,45,59,2.38,CN,1730092574
409,merizo village,13.2658,144.6691,29.21,87,100,5.16,GU,1730092575
410,fiambala,-27.6871,-67.6149,19.47,45,0,1.49,AR,1730092542
411,muisne,0.6,-80.0333,23.72,88,100,4.55,EC,1730092577
412,port saint john's,-31.6229,29.5448,19.87,50,1,2.98,ZA,1730092579
413,smithers,54.7804,-127.1743,2.94,96,100,0.81,CA,1730092580
414,novaya igirma,57.1334,103.9112,2.08,87,100,1.23,RU,1730092581
415,santa elena de uairen,4.6167,-61.1333,20.12,83,100,1.64,VE,1730092582
416,crane,31.3974,-102.3501,22.51,41,2,9.61,US,1730092583
417,rancho palos verdes,33.7445,-118.387,18.63,88,99,1.34,US,1730092584
418,meadow lake,34.8014,-106.5436,20.94,32,80,4.13,US,1730092585
419,kalmunai,7.4167,81.8167,29.34,71,17,1.37,LK,1730092586
420,paracuru,-3.41,-39.0306,25.9,78,7,5.59,BR,1730092589
421,jawf al maqbabah,13.8378,45.8349,24.49,53,10,1.65,YE,1730092590
422,bamboo flat,11.7,92.7167,31.05,70,40,3.6,IN,1730092591
423,kerikeri,-35.2268,173.9474,16.77,52,12,4.12,NZ,1730092592
424,kalajoki,64.25,23.95,5.51,82,63,7.1,FI,1730092593
425,revda,56.801,59.9303,0.08,81,100,3.57,RU,1730092594
426,letterkenny,54.95,-7.7333,12.74,97,100,3.03,IE,1730092595
427,bang saphan,11.2126,99.5117,30.2,67,100,3.7,TH,1730092596
428,bodaybo,57.8506,114.1933,2.61,79,100,2.27,RU,1730092597
429,tura,25.5198,90.2201,28.89,60,0,1.03,IN,1730092599
430,panaba,21.2833,-88.2667,23.23,91,98,3.09,MX,1730092600
431,coquimbo,-29.9533,-71.3436,12.85,94,100,2.57,CL,1730092588
432,gadzhiyevo,69.2551,33.3362,6.61,87,100,10.26,RU,1730092602
433,poronaysk,49.2167,143.1167,5.77,40,8,5.11,RU,1730092561
434,naujoji akmene,56.3167,22.9,5.93,86,57,4.23,LT,1730092604
435,longboat key,27.4125,-82.659,22.22,76,0,0.0,US,1730092605
436,tindouf,27.6711,-8.1474,14.26,83,0,6.34,DZ,1730092606
437,mejit,10.2753,170.8646,28.72,74,11,1.88,MH,1730092607
438,urengoy,65.9667,78.3667,-2.94,97,97,2.56,RU,1730092608
439,nicoya,10.1483,-85.452,22.66,93,100,0.36,CR,1730092408
440,gutao,37.2025,112.1781,17.93,36,0,2.77,CN,1730092611
441,port alberni,49.2413,-124.8028,8.22,93,97,1.34,CA,1730092401
442,edson,53.5835,-116.4356,-0.94,100,0,3.09,CA,1730092613
443,boguchany,58.3814,97.4531,2.29,99,100,1.85,RU,1730092614
444,rio grande,-32.035,-52.0986,15.77,76,0,4.35,BR,1730092615
445,aleksandrow lodzki,51.8196,19.3038,7.94,91,1,0.51,PL,1730092616
446,ola,59.5833,151.2833,-6.94,51,19,4.94,RU,1730092617
447,de soto,34.9248,-89.9904,16.92,83,0,2.06,US,1730092618
448,mananjary,-21.2167,48.3333,26.38,76,49,3.12,MG,1730092619
449,wailea,19.8858,-155.123,23.95,86,0,2.57,US,1730092621
450,aioun,16.6614,-9.6149,27.68,23,64,4.32,MR,1730092622
451,durango,24.8333,-104.8333,13.25,62,0,0.55,MX,1730092623
452,miles city,46.4083,-105.8406,8.54,42,0,4.63,US,1730092624
453,lata,40.1629,-8.3327,7.98,86,31,1.99,PT,1730092625
454,chacabuco,-34.6417,-60.4739,14.65,67,0,3.11,AR,1730092626
455,tshikapa,-6.4167,20.8,23.07,82,38,0.39,CD,1730092469
456,verkhnevilyuysk,63.4453,120.3167,-8.94,92,100,3.4,RU,1730092628
457,filipstad,59.7124,14.1683,5.3,86,24,3.93,SE,1730092629
458,caleta de carquin,-11.0925,-77.6267,17.2,88,65,4.24,PE,1730092632
459,chishtian,29.8,72.8667,33.95,20,6,3.57,PK,1730092633
460,masterton,-40.9597,175.6575,12.06,82,89,4.46,NZ,1730092634
461,san jose temascatio,20.6833,-101.2667,12.04,78,0,2.53,MX,1730092635
462,chernomorskoye,45.5039,32.6997,14.74,72,19,5.56,UA,1730092558
463,yaren,-0.5472,166.916,28.45,74,47,5.24,NR,1730092637
464,porto velho,-8.7619,-63.9039,22.13,98,96,0.41,BR,1730092527
465,pokhara,28.2333,83.9833,23.18,72,51,1.84,NP,1730092639
466,fort bragg,35.139,-79.006,12.12,90,0,1.54,US,1730092375
467,bukama,-9.2,25.85,22.91,79,89,0.51,CD,1730092641
468,newman,37.3138,-121.0208,18.35,70,90,2.68,US,1730092643
469,el soberbio,-27.2985,-54.1988,14.66,84,0,0.31,AR,1730092644
470,walvis bay,-22.9575,14.5053,8.53,81,0,3.09,NA,1730092645
471,kabansk,52.0486,106.6528,8.03,54,99,1.19,RU,1730092646
472,jinchang,38.4953,102.1739,15.47,15,0,2.31,CN,1730092647
473,fall river,41.7015,-71.1551,7.78,67,85,0.89,US,1730092401
474,namibe,-15.1961,12.1522,18.13,82,27,1.29,AO,1730092649
475,mazar-e sharif,36.709,67.1109,15.54,55,99,4.5,AF,1730092650
476,el granada,37.5027,-122.4694,16.03,88,0,6.69,US,1730092652
477,taro,-8.3862,115.28,33.03,36,62,2.17,ID,1730092653
478,saint-francois,46.4154,3.9054,10.92,94,20,1.54,FR,1730092654
479,carauari,-4.8828,-66.8958,22.94,100,100,0.51,BR,1730092655
480,monterrey,25.6667,-100.3167,21.51,64,0,2.0,MX,1730092137
481,rechytsa,52.3617,30.3916,5.4,76,25,1.99,BY,1730092634
482,inverness,57.4791,-4.224,8.95,95,75,0.51,GB,1730092624
483,clearwater,27.9659,-82.8001,23.37,78,0,1.54,US,1730092438
484,alakurtti,66.9672,30.3491,6.08,94,100,4.16,RU,1730092660
485,alaghsas,17.0187,8.0168,19.94,30,0,5.14,NE,1730092662
486,antsiranana,-12.2787,49.2917,30.42,58,40,5.14,MG,1730092663
487,berdigestyakh,62.0989,126.6992,-11.96,85,37,1.54,RU,1730092664
488,inyonga,-6.7167,32.0667,21.73,71,97,0.71,TZ,1730092665
489,razdol'noye,45.7708,33.4878,10.93,86,16,3.38,UA,1730092666
490,hirara,24.8,125.2833,28.92,83,75,10.29,JP,1730092667
491,chudovo,59.1167,31.6833,6.91,92,100,4.17,RU,1730092668
492,prestea,5.4327,-2.1428,23.03,97,20,0.97,GH,1730092669
493,canutama,-6.5339,-64.3831,22.83,93,82,1.16,BR,1730092670
494,sakakah,29.9697,40.2064,17.76,32,0,2.54,SA,1730092672
495,new bedford,41.6362,-70.9342,9.28,63,91,0.45,US,1730092673
496,prince rupert,54.3161,-130.3201,8.83,81,100,5.14,CA,1730092674
497,shimoda,34.6667,138.95,20.32,87,100,5.62,JP,1730092675
498,polyarnyy,69.1989,33.4478,6.52,87,100,11.0,RU,1730092424
499,saint-philippe,-21.3585,55.7679,25.6,79,29,2.43,RE,1730092677
500,angren,41.0167,70.1436,4.28,98,100,2.39,UZ,1730092678
501,rovinj,45.08,13.64,17.22,82,88,0.79,HR,1730092679
502,booue,-0.0921,11.9385,21.34,100,100,0.35,GA,1730092680
503,rawson,-43.3002,-65.1023,11.16,40,0,3.09,AR,1730092682
504,gloversville,43.0528,-74.3438,6.24,65,100,0.0,US,1730092620
505,cadale,2.7603,46.3222,26.41,80,99,4.17,SO,1730092684
506,guiratinga,-16.3494,-53.7583,22.28,87,52,0.74,BR,1730092685
507,jieshi,22.8134,115.8257,25.77,70,92,3.84,CN,1730092686
508,puerto armuelles,8.2833,-82.8667,27.83,75,100,0.45,PA,1730092687
509,wacheng,33.7833,114.5167,22.07,35,1,0.77,CN,1730092689
510,hami,42.8,93.45,17.36,23,4,5.34,CN,1730092690
511,sola,-13.8833,167.55,26.82,80,100,4.86,VU,1730092693
512,ouadda,8.0777,22.4007,19.22,65,56,1.8,CF,1730092694
513,lagoa,39.05,-27.9833,17.96,72,73,4.54,PT,1730092695
514,island harbour,50.724,-1.2758,13.34,69,100,2.24,GB,1730092696
515,frankfurt (oder),52.3471,14.5506,8.6,93,34,1.94,DE,1730092697
516,adis zemen,12.1167,37.7833,17.67,71,2,1.89,ET,1730092698
517,chifeng,42.2683,118.9636,13.2,31,9,2.49,CN,1730092699
518,tsaratanana,-16.7833,47.65,29.75,53,7,1.12,MG,1730092700
519,buckeye,33.3703,-112.5838,23.46,18,0,0.0,US,1730092701
520,turbat,26.0023,63.044,32.31,15,4,7.34,PK,1730092703
521,griffith,41.5284,-87.4237,5.29,87,0,0.0,US,1730092704
522,mkuranga,-7.118,39.2078,27.29,72,37,2.54,TZ,1730092705
523,tavrichanka,43.3378,131.8639,9.92,44,0,1.55,RU,1730092706
524,bikenibeu village,1.3673,173.1241,29.98,70,20,3.09,KI,1730092707
525,frutal,-20.0247,-48.9406,22.03,94,99,2.52,BR,1730092158
526,mongo,12.1844,18.693,25.64,25,48,2.39,TD,1730092709
527,aban,56.67,96.06,4.28,88,100,4.39,RU,1730092710
528,bakhmach,51.1808,32.7569,7.28,73,71,1.29,UA,1730092712
529,fuling,29.7022,107.3919,23.57,50,12,1.11,CN,1730092713
530,gebeit,21.0667,36.3167,23.09,61,0,3.3,SD,1730092714
531,amungan,15.3652,119.9582,28.61,76,69,4.41,PH,1730092715
532,pitimbu,-7.4706,-34.8086,25.84,77,100,6.04,BR,1730092716
533,taroa,8.7058,171.2275,28.83,70,15,0.98,MH,1730092717
534,ephrata,40.1798,-76.1788,5.58,71,0,0.0,US,1730092718
535,goure,13.9835,10.2704,23.34,19,7,3.91,NE,1730092719
536,antonio enes,-16.2325,39.9086,27.77,66,10,6.38,MZ,1730092720
537,airdrie,55.866,-3.9803,13.36,94,100,3.74,GB,1730092717
538,xinyuan,37.3,99.0,6.26,22,6,3.01,CN,1730092722
539,paso robles,35.6266,-120.691,17.33,77,0,7.72,US,1730092531
540,birobidzhan,48.8,132.95,8.55,44,30,2.88,RU,1730092725
541,sinabang,2.4803,96.3801,30.32,65,42,1.88,ID,1730092726
542,dagda,56.0951,27.5372,9.06,86,100,4.3,LV,1730092727
543,zhangye,38.9342,100.4517,16.8,14,0,1.41,CN,1730092728
544,alofi,-19.0595,-169.9187,24.94,78,75,5.14,NU,1730092638
545,ugoofaaru,5.6667,73.0,27.82,82,99,7.04,MV,1730092730
546,aktanysh,55.7216,54.0829,1.98,77,99,1.3,RU,1730092731
547,salta,-24.7859,-65.4117,18.1,73,75,1.03,AR,1730092690
548,manakara,-22.1333,48.0167,26.31,77,38,3.07,MG,1730092733
549,novo aripuana,-5.1206,-60.3797,23.17,92,87,1.24,BR,1730092734
550,nantucket,41.2835,-70.0995,8.06,49,0,7.17,US,1730092736
551,isiro,2.7739,27.616,19.99,99,92,0.43,CD,1730092737
552,souillac,-20.5167,57.5167,27.21,78,40,3.6,MU,1730092738
553,praia da vitoria,38.7333,-27.0667,18.14,72,75,3.56,PT,1730092739
554,gushu,31.5598,118.4829,19.9,58,94,2.24,CN,1730092740
555,konarka,19.9,86.1167,29.47,72,28,3.81,IN,1730092741
556,sao vicente,-23.9631,-46.3919,19.43,26,100,3.12,BR,1730092742
557,kaa-khem,51.6833,94.7333,7.11,61,97,1.06,RU,1730092743
558,zapolyarnyy,69.4154,30.8136,5.27,94,100,6.36,RU,1730092517
